src,LVC_Candidate,mt,ref,score,year,system
"'All of them are giving a confession', the statement said.",give confession,"«Все они дают признание», - говорится в заявлении.","""Все они дают признательные показания"", - говорится в сообщении.",-0.882547773164333,17,online-B
"A gourmand, President Roosevelt had a taste for fancy Fifth Avenue foods like pâté de foie gras and Maryland terrapin soup.",have taste,"Гурман, президент Рузвельт имел вкус к причудливым продуктам Пятой авеню, таких как паштет из фуа-гра и суп из лосося Мэриленда.","Будучи гурманом, президент Рузвельт любил модные блюда Пятой авеню, например, фуа-гра и мерилендский черепаший суп.",0.573597741716164,17,online-B
"An open, industrial loft in DTLA gets a cozy makeover",get makeover,Промышленный открытый лофт в DTLA получает приятный макияж,"Открытый, промышленный лофт в DTLA получает уютный новый облик",0.760022707007341,17,online-B
"At the end of May, it was reported that Gazprom does not plan, as of yet, to take any actions in connection with the intentions of the Polish side to withdraw from long-term contracts for the supply of gas from Russia after 2022, stated Alexander Medvedev, Deputy Chairman of the Board for the company.",take action,"В конце мая стало известно, что «Газпром» пока не планирует каких-либо действий в связи с намерениями польской стороны отказаться от долгосрочных контрактов на поставку газа из России после 2022 года, заявил Александр Медведев, заместитель председателя правления компании.","В конце мая сообщалось, что ""Газпром"" пока не планирует предпринимать никаких действий в связи с намерениями польской стороны отказаться от долгосрочных контрактов на поставку газа из России после 2022 года, заявил заместитель председателя правления компании Александр Медведев.",0.284521921570249,17,online-B
"Behind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.",make difference,"За каждым гребным золотом находится батальон, состоящий из желающих рук, способствующих увеличению выигрыша, что делает разницу, и никакие руки не являются более инструментальными, чем тренер, который 30 месяцев назад не знал, выживет ли он, увидев этот день, когда будет диагностирован рак.","За каждым золотом гребли батальон готовых рук, способствующих постепенно нарастающим победам, которые имеют важное значение, и нет рук, которые были более важную роль, чем руки тренера, который 30 месяцев назад, когда ему поставили диагноз рак, не знал, доживет ли он до того, чтобы увидеть этот день.",0.026562029752998706,17,online-B
"But if I may make a modest case for my particular favorite, let me call attention to the discreet charm of the trampoline.",make case,"Но если я могу сделать скромный случай для своего любимого человека, позвольте мне обратить внимание на сдержанный шарм на батуте.","Но если мне позволено робко высказаться в защиту своего личного пристрастия, разрешите обратить ваше внимание на скромное обаяние прыжков на батуте.",-1.7600915813487,17,online-B
"But the main goal of this project is ensure that residents of Chelyabinsk, and, first and foremost, the children, have access to engage in physical activity and sports in a comfortable environment.",have access,"Но главная цель этого проекта - обеспечить, чтобы жители Челябинска и, в первую очередь, дети имели доступ к физической активности и спорту в комфортной обстановке.","Но главная задача этого проекта - сделать занятия физкультурой и спортом в комфортных условиях доступными для жителей Челябинска, в первую очередь для детей.",1.028780026911568,17,online-B
"But then, at the World Championships that same year, she had a victory.",have victory,"Но тогда, на чемпионате мира в том же году, у нее была победа.",Зато на чемпионате мира в том же году - победа.,0.13026797056481249,17,online-B
"But, as Vladimir Putin greeted his Turkish counterpart in the gilded hall of a St. Petersburg palace, I got the distinct impression that Ankara wants this reconciliation the most.",get impression,"Но, когда Владимир Путин встретил своего турецкого коллегу в позолоченном зале петербургского дворца, у меня сложилось впечатление, что Анкара больше всего этого хочет.","Но когда Владимир Путин приветствовал своего турецкого коллегу в позолоченном зале дворца в Санкт-Петербурге, у меня сложилось устойчивое впечатление, что Анкара хочет этого примирения больше.",-0.19897838053407801,17,online-B
"Charter packages can count on those who have the ability to spontaneously take a vacation’, says Pavel Rumyantsev.",have ability,"Чартерные пакеты могут рассчитывать на тех, у кого есть возможность спонтанно взять отпуск », - говорит Павел Румянцев.","Чартерные программы могут рассчитывать на тех, кто имеет возможность отдохнуть спонтанно"", - говорит Павел Румянцев.",0.256287156779774,17,online-B
"Eight months ago, Erdoğan took a very tough stance against Russia and sought favour in the West by any means.",take stance,Восемь месяцев назад Эрдоган занял очень жесткую позицию в отношении России и любыми способами добивался расположения на Западе.,Восемь месяцев назад Эрдоган занимал крайне жесткую позицию в отношении России и всеми способами искал благосклонности на Западе.,0.969372557251527,17,online-B
"Even after she moved to Greenpoint, she would still make the trek.",make trek,"Даже после того, как она переехала в Гринпойнт, она все равно отправится в путь.","Даже после того, как она переехала в Гринпойнт, она все равно заезжала туда.",0.4217290242360875,17,online-B
"Fiji gave a masterclass in handling, off-loading, side-stepping, support play, running lines and brute strength to win gold - their first Olympic medal of any colour.",give masterclass,"Фиджи дала мастер-класс по обработке, выгрузке, боковым степпингам, игре поддержки, бегущим строкам и грубой силе, чтобы выиграть золото - своей первой олимпийской медали любого цвета.","Фиджи дали мастер-класс по владению мячом, распасовке, уклонениям, поддержке игры, пробегании линий и грубой силе, чтобы выиграть золото — их первую олимпийскую медаль любого цвета.",0.19118848186790652,17,online-B
"For example, Narzan has anti-inflammatory and immunomodulatory effects, and repairs the function of the gastrointestinal tract and the metabolism.",have effect,"Например, Нарзан обладает противовоспалительным и иммуномодулирующим действием, восстанавливает функции желудочно-кишечного тракта и метаболизма.","Так, ""Нарзан"" обладает противовоспалительным, иммуномодулирующим действием, восстанавливает функции желудочно-кишечного тракта и обмен веществ.",1.4776561234143801,17,online-B
"For me, this was the great attraction of Heathrow, just as it was with London 2012, where we made enormous efforts to ensure that all our nations and regions benefited from the Games.",make effort,"Для меня это была большая привлекательность Хитроу, как и в Лондоне в 2012 году, где мы приложили огромные усилия, чтобы выиграть от Игр все наши страны и регионы.","Как по мне, это было именно то огромное преимущество Хитроу, точно также как это было с Лондоном 2012, где мы приложили все усилия, чтобы наши народности и регионы получили выгоду от Игр.",-0.105315172180313,17,online-B
"GB made wholesale changes at half-time and they plugged the Fijian dam...for all of four minutes, which by first-half standards was good, until Josua Tuisova went over after some brilliant Fijian interplay.",make change,"Г-н сделал оптовые изменения в перерыве, и они подключили фиджийскую плотину ... за все четыре минуты, что в первом полугодии было хорошим, до тех пор, пока Джошуа Туйсова не перебралась после блестящей фиджийской игры.","Великобритания совершала массовые замены на половине игры, и они закупорили фиджийскую дамбу... на все четыре минуты, что по стандартам первой половины было хорошо, пока не прошёл Джошуа Туисова после нескольких блестящих фиджийских взаимодействий.",-2.2163718171665,17,online-B
He calls for the Press to be given greater access to council papers and decisions taken by unofficial committees or working groups.,give access,"Он призывает предоставить прессе более широкий доступ к документам советов и решениям, принятым неофициальными комитетами или рабочими группами.","Он призывает дать прессе больший доступ к документам местного совета и решениям, принятым неофициальными комитетами или рабочими группами.",0.915655223616053,17,online-B
"He had a dispute with commissaires yesterday ahead of the qualification ride, when officials summoned him to measure his height.",have dispute,"Вчера у него был спор с комиссарами вчера перед квалификационной поездкой, когда чиновники вызвали его, чтобы измерить его рост.","У него была дискуссия с комиссарами вчера, накануне квалификационного заезда, когда чиновники потребовали от него измерить его вес.",-1.20215091122984,17,online-B
