src,LVC_Candidate,mt,ref,score,year,system
"After making the suggestion at a rally on Wednesday night, Mr. Trump doubled down on the assertion on Thursday, insisting in interviews that he really did intend to say that the president and Mrs. Clinton had created ISIS.",make suggestion,"Po podání návrhu na shromáždění ve středu večer se pan Trump na tvrzení ve čtvrtek zdvojnásobil a v rozhovorech trval na tom, že skutečně hodlá říci, že prezident a paní Clintonová vytvořili ISIS.","Po tomto návrhu na schůzi ve středu v noci Trump výrok ve čtvrtek potvrdil a v rozhovorech trval na tom, že skutečně neměl v úmyslu říct, že prezident a H. Clintonová IS stvořili.",-1.22033950870028,17,uedin-nmt
"Behind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.",make difference,"Za každým veslařským zlatem je prapor ochotných rukou přispívajících k postupným ziskům, které činí rozdíl, a žádné ruce nebyly více instrumentální než u trenéra, který před 30 měsíci nevěděl, zda se dožije tohoto dne, kdy mu diagnostikovali rakovinu.","Za každou zlatou medailí z veslování je batalion pomocných rukou, které kousek po kousku znamenají rozdíl. A žádné ruce nebyly nápomocny víc, než ruce trenéra, který před 30 měsíci nevěděl, zda se tohoto dne dožije, když mu byla zjištěna rakovina.",-0.277464050471808,17,uedin-nmt
But Picciuto has hopeful advice for the mothers of babies with birth defects from Zika.,have advice,Picciuto má ale nadějné rady pro matky miminek s vrozenými vadami z viru Zika.,"Picciutová má ale povzbudivou zprávu pro matky všech dětí, které trpí vrozenými vadami způsobenými virem Zika.",1.30718878042318,17,uedin-nmt
But the visit also had additional political value for Moscow.,have value,Návštěva ale také měla pro Moskvu dodatečnou politickou hodnotu.,Návštěva ale měla pro Moskvu další politickou hodnotu.,1.54735383825519,17,uedin-nmt
"But, as Vladimir Putin greeted his Turkish counterpart in the gilded hall of a St. Petersburg palace, I got the distinct impression that Ankara wants this reconciliation the most.",get impression,"Když ale Vladimir Putin pozdravil svůj turecký protějšek v pozlacené síni petrohradského paláce, nabyl jsem zřetelného dojmu, že Ankara chce tento smír nejvíce.","Ale zatímco Vladimír Putin přivítal tureckou protistranu v přepychové hale paláce v Petrohradě, měl jsem dojem, že Ankara chce touží po tomto usmíření víc.",1.14822765440842,17,uedin-nmt
Did you leave everything to the experts or did you have a say in the final look of the interior?,have say,Nechal jste všechno na expertech nebo jste měl při závěrečném pohledu do interiéru co říct?,"Nechali jste vše na odbornících, nebo jste sami zasahovali do konečné podoby interiéru?",0.959418305691355,17,uedin-nmt
"During the tour, tourists have the opportunity to have the warder lock them up in a cell, mainly as a photo op but also to experience for themselves what it is like to be behind bars.",have opportunity,"Během prohlídky mají turisté možnost nechat si dozorce zamknout v cele, hlavně jako fotoreportáž, ale také zažít pro sebe, jaké to je být za mřížemi.","V rámci prohlídky se mohou turisté nechat zavřít do jedné z cel, většinou kvůli fotografii na památku, nebo aby si navodili pocit, který za mřížemi prožívají vězni.",-0.336850961127876,17,uedin-nmt
"Even if there is only one last thief remaining, we should continue to make our best effort to catch and remove him.",make effort,"I když zbývá poslední zloděj, měli bychom se snažit, abychom ho chytili a odstranili.","I když tam zůstane poslední zloděj, pořád bychom měli dělat něco pro to, abychom ho odstranili.",1.30373792355824,17,uedin-nmt
"Fellow commentator, Scott Russel, had to make an apology on MacDonald's behalf",make apology,"Kolega komentátor, Scott Russel, se musel omluvit MacDonaldovi.",Spolukomentátor Scott Russel se musel omluvit jménem MacDonalda,-1.297421038612795,17,uedin-nmt
"Fiji gave a masterclass in handling, off-loading, side-stepping, support play, running lines and brute strength to win gold - their first Olympic medal of any colour.",give masterclass,"Fidži dalo mistrovskou třídu při manipulaci, odkládání, bočním šlapání, podpoře hraní, běžecké tratě a hrubou sílu k získání zlata - jejich první olympijská medaile jakékoli barvy.","Fidžané předvedli mistrovskou lekci ve zpracování, skládce, úhybech, podpůrné hře, běhu na lajnu a brutální síly - a získali zlato, svou první olympijskou medaili vůbec.",-0.782039660830211,17,uedin-nmt
