src,VID_Candidate,mt,ref,score,year,system
"""This is not solely to protect against electoral fraud, but to protect local government from the broader culture of corruption and financial fraud that goes hand in hand with it,"" he said.",go with [pron],"«Это касается не только защиты от предвыборного мошенничества, но и защиты местного правительства от более широкой культуры коррупции и финансового мошенничества, которые идут рука об руку с этим», - сказал он.","""Это делается не только с целью защититься от мошенничества на выборах, но и чтобы защитить местное правительство от более открытой культуры коррупции и финансового мошенничества, идущего с ней рука об руку"", — сказал он.",0.711505644100354,17,online-B
"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.",train on [pron],"Затем следует колено в пах, и, пока атакующий удваивает боль, вы выкручиваете пистолет из его рук, наносите ему по лицу бочку и возвращаетесь обратно, удерживая наготове оружие.","Затем следует колено в пах, и пока нападающий сгибается от боли, вы выкручиваете пистолет из его рук, бьете его в лицо стволом и отходите назад, держа оружие наведенным на него.",0.08602712790626772,17,online-B
"According to him, it can't be ruled out that, following the Turkish leader's statements (about the non-payment of compensation to the EU, demands for a visa-free space with Europe, and the extradition of Gülen from the United States), he will come under pressure.",come under pressure,"По его словам, нельзя исключать, что после заявлений турецкого лидера (о невыплате компенсации ЕС, требований о безвизовом пространстве с Европой и о выдаче Гюлена из Соединенных Штатов) он подвергнется давлению.","По его словам, не исключено, что после заявлений турецкого лидера (о невыплате компенсаций ЕС, о требовании безвизового пространства с Европой и выдаче Гюлена из США) на него будут давить.",0.9989181024777645,17,online-B
"Dan Norton grabbed a try for GB, touching down in the left corner to make it 36-7 but the game was long gone the way of the South Sea Islanders whose fans sang, waved flags and danced in the stands.",make it,"Дэн Нортон схватил попытку за ГБ, приземлившись в левом углу, чтобы сделать его 36-7, но игра давно прошла по пути жителей Южного моря, чьи поклонники пели, махали флагами и танцевали на трибунах.","Дэн Нортон схватил попытку для Великобритании, сделав тачдаун в левом углу, чтобы счет стал 36-7, но игра давно шла по пути островитян Южного Моря, чьи фанаты пели, размахивали флагами и танцевали на трибунах.",-0.382375046849512,17,online-B
"Earlier, it came to light that Putin had removed Sergei Ivanov from the post of chief of staff of the Presidential Executive Office, with Anton Vaino appointed as his successor.",come to light,"Ранее выяснилось, что Путин снял Сергея Иванова с должности начальника штаба президентской администрации, а Антон Вайно назначен его преемником.","Ранее стало известно, что Путин снял с должности главу администрации президента Сергея Иванова, его преемником назначен Антон Вайно.",1.0943791520779895,17,online-B
"Floor boards had been pulled up in the property, from which drugs had been dealt in the past",pull up,"Доски пола были забраны в собственность, из которой наркотики были сданы в прошлом","Доски пола в доме, в котором в прошлом продавались наркотики, были выдернуты",-1.0992892879007534,17,online-B
He was the brother that went with the flow.,go with the flow,"Он был братом, который пошел с потоком.","Он был братом, который плыл по течению.",0.386748651584802,17,online-B
"If Cossack classes incorporate everything positive that has been previously accumulated and take it to a whole new level, then I will be pleased.",take it,"Если казачьи классы включают в себя все положительное, что было накоплено ранее, и вывести его на совершенно новый уровень, то я буду доволен.","Если казачьи классы вберут в себя все позитивное, что накоплено ранее, на качественно новом уровне, буду рад.",0.142125521639576,17,online-B
"In a blog post, Adblock spokesperson Ben Williams wrote that ""this sort of back-and-forth battle between the open source ad-blocking community and circumventers has been going on since ad blocking was invented,"" and that it is possible Facebook would come up with its own fix soon.",come up,"В своем блоге официальный представитель Adblock Бен Уильямс писал, что «этот вид борьбы между сообществом блокирования рекламы с открытым исходным кодом и обходами продолжается с тех пор, как был создан рекламный блок», и что вполне возможно, что в ближайшее время Facebook предложит свое исправление.","В своей публикации в блоге представитель Adblock Бен Уильямс написал, что ""такой вид взаимной борьбы между сообществом блокировщиков рекламы с открытым исходным кодом и теми, кто пытается её обойти, продолжается с момента изобретения блокировки рекламы"", и возможно, что Facebook представит свое собственное решение в ближайшее время.",0.2633566102463083,17,online-B
It feels like they are playing it for the second time in a row.,play it,"Такое чувство, что они играют его второй раз подряд.","Такое ощущение, второй раз подряд крутят.",-0.282340501586548,17,online-B
"It is true in a sense that before Obama, ISIS was an almost unknown, small little organization, he who called it the jayvee, totally wrong, and here's why it happened, because he withdrew the troops from Iraq.",call it,"Это верно в том смысле, что до Обамы ISIS была почти неизвестной, маленькой маленькой организацией, он назвал ее jayvee совершенно неправомерной, и вот почему это произошло, потому что он вывел войска из Ирака.","Это правда в том смысле, что до Обамы ИГИЛ был почти неизвестной малюсенькой организацией, он назвал её не представляющей угрозы, абсолютно несправедливо, и вот поэтому всё и произошло, потому что он вывел войска из Ирака.",-0.3794047586112767,17,online-B
Kamensky and Grigoryan made it into the final of the smallbore rifle shooting competition.,make it,Каменский и Григорян вошли в финал стрельбы из малокалиберной стрельбы.,Каменский и Григорьян прошли в финал соревнований по стрельбе из малокалиберной винтовки.,0.3582418997806605,17,online-B
Many of the Depression-era food ways were abandoned as soon as the country got back on its feet.,get on [pron] foot,"Многие из продовольственных путей эпохи депрессии были заброшены, как только страна встала на ноги.","Многие из кулинарных приёмов эпохи Депрессии были забыты, как только страна снова встала на ноги.",-0.116490051187287,17,online-B
"Many public health campaigns to get people to ""find 30,"" ""get off the couch"" and ""be active everyday"" have fallen on deaf ears because most public health messages are boring and delivered by people who look miserable.",get off the couch,"Многие кампании общественного здравоохранения, направленные на то, чтобы заставить людей «найти 30», «сойти с кушетки» и «быть активными каждый день», оказались глухими, потому что большинство сообщений о здравоохранении скучны и доставлены людьми, которые выглядят несчастными.","Многие кампании в области здравоохранения, убеждающие людей ""найти 30 минут"", ""встать с дивана"" и ""быть активным каждый день"", не нашли отклика, потому что большинство здравоохранительных посланий являются скучными и высказываются людьми, которые выглядят несчастными.",-0.020393674522217187,17,online-B
"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",pull up,"Массивный, потому что виадук имеет длину 222 метра, весит около 6000 тонн и должен быть поднят с градиентом около 3%.","Масштабная, потому что виадук длиной 222 метра, весит около 6000 тонн и должен был быть поднят на угол наклона около 3 %.",1.334884646831373,17,online-B
"More than 100 films are made in our country each year, but, on average, only 20-25 films make it to the screen.",make it,"Каждый год в нашей стране производится более 100 фильмов, но в среднем на экран попадает только 20-25 фильмов.","У нас в стране в год делается более 100 картин, из которых до экранов доходит в среднем 20-25 лент.",0.834677518091847,17,online-B
"Ms. Oliveira, 34, used to live in Williamsburg and went to Verb frequently.",go to verb,34-летняя Оливейра раньше жила в Уильямсберге и часто ездила в Глагол.,"Оливейра, которой 34 года, раньше жила в Уильямсберге и часто посещала ""Верб"".",-0.329937534826469,17,online-B
"Of the 3,500 pending criminal cases in 2015, less than half made it to trial.",make it,Из 3500 рассматриваемых уголовных дел в 2015 году менее половины предстали перед судом.,"Из находящихся в производстве в 2015 г. 3,5 тыс. преступлений в суд направлены меньше половины.",0.517935860517165,17,online-B
One Twitter user took to the site recently to declare her happiness that 'the rest of the internet thinks that Hope Solo and Jennifer Carpenter are actually identical.',take to the site,"Один пользователь Твиттера недавно посетил сайт, чтобы заявить о своем счастье, что «остальная часть Интернета думает, что Надежда Соло и Дженнифер Карпентер фактически идентичны».","Один пользователь Твиттера недавно обратилась к сайту, чтобы обнародовать свой восторг, что ""остальной Интернет думает, что Хоуп Соло и Дженнифер Карпентер на самом деле идентичны"".",0.6612818156222825,17,online-B
"She hasn't lost an all-around competition since the summer of 2013, a winning streak that should go for as long as Biles wants it to.",go for,"Она не потеряла многоборье с лета 2013 года, победную серию, которая должна продолжаться до тех пор, пока она этого хочет.","Она не проигрывала ни одного соревнования по абсолютному первенству с лета 2013 года — полоса везения, которая должна продолжаться так долго, как Байлз этого захочет.",-0.0014563660546365,17,online-B
