src,mt,ref,score,year,system
"This process, Mr. Schiff said, ""stalled the release of intelligence products,"" hurt morale among analysts and ""insufficiently accommodated dissenting views.""","Этот процесс, г-н Шифф сказал, «остановил выпуск продуктов разведки», моральный дух вреда среди аналитиков и «недостаточно приспособил особые мнения».","Эта процедура, по словам Шиффа, ""застопорила выпуск разведывательных документов"", нанесла ущерб моральному состоянию аналитиков и ""недостаточно отражает расходящиеся взгляды"".",0.913841156617617,2017,REFERENCE
"It was an unfortunate choice of words, we're sorry it happened.'","Это был неудачный выбор слов, мы сожалеем, что это произошло.'","Это был неудачный выбор слов, нам жаль, что это произошло'.",0.912408666615237,2017,REFERENCE
They argued the makeshift shops and restaurants often provided shelter and free meals to those in need.,"Они обсудили импровизированные магазины, и рестораны часто давали приют и бесплатную еду нуждающимся.","Они высказывались, что самодельные магазины и рестораны часто предоставляют кров и бесплатную еду тем, кто в этом нуждается.",-0.0668421189538431,2017,REFERENCE
I have thought long and hard over the course of the summer about how I might improve this team to give it the depth it needs and bring it to a higher level.,"Я хорошо подумал в течение лета о том, как я мог бы улучшить эту команду, чтобы дать ему глубину, в которой оно нуждается, и принесите его к более высокому уровню.","В течение лета я долго и усердно размышлял о том, как я мог бы улучшить эту команду, чтобы придать ей необходимую ей глубину и поднять её на более высокий уровень.",1.3782857562829,2017,REFERENCE
"The news and the outrage went wide on Wednesday, with reports by The Verge and Motherboard, a day after Snapchat said it had dismantled the feature.","Новости и негодование пошли широкие в среду с отчетами Грани и Материнской платы, спустя день после того, как Snapchat говорила, что демонтировала особенность.","В среду распространились сообщения и следом негодование в репортажах на The Verge и Motherboard, на следующий день после того, как в Snapchat заявили, что убрали эту функцию.",0.913841156617617,2017,REFERENCE
"New Zealanders, Rebecca Scone and Genevieve Beren, took silver, and Anne Andersen and Hedvig Rasmussen from Denmark came in third place.","Новозеландцы, Ребекка Скоун и Женевьева Берен, взяли серебро, и Энн Андерсен и Хедвиг Расмуссен из Дании существовали третьего места.","Серебро взяли новозеландки Ребекка Скоун и Женевьев Берен, третье место заняли Анне Андерсон и Хедвиг Расмуссен из Дании.",1.3782857562829,2017,REFERENCE
"A star of Turkish football in the 1990s and early 2000s, striker Hakan Şükür is wanted by authorities in connection with the coup attempt that took place last month.","Звезда турецкого футбола в 1990-х и в начале 2000-х, нападающий Хакан Şükür разыскивается властями в связи с попыткой переворота, которая произошла в прошлом месяце.","Звезда турецкого футбола 1990-х - начала 2000-х нападающий Хакан Шукюр разыскивается властями страны в связи с попыткой государственного переворота, происшедшей в прошлом месяце.",1.05563488339482,2017,REFERENCE
The Junior Doctors Committee (JDC) of the British Medical Association (BMA) is to ask its full council to back more industrial action from early September.,"Junior Doctors Committee (JDC) British Medical Association (BMA) должен попросить, чтобы ее полный совет поддержал больше забастовки с начала сентября.",Комитет младших врачей (JDC) британской Медицинской ассоциации (BMA) собирается попросить свой полный совет поддержать больше коллективных протестов с начала сентября.,0.222183456093506,2017,REFERENCE
A flood watch remains in effect until Saturday across most of south Louisiana.,Часы наводнения остаются в силе до субботы через большую часть южной Луизианы.,Опасность наводнения остается в силе до субботы на большей части юга Луизианы.,1.05563488339482,2017,REFERENCE
"Beslan Mudranov became the best in the under 60 kg weight class, and Khasan Khalmurzaev won the up to 81 kg class.","Беслан Мудранов стал лучшим в менее чем 60-килограммовой весовой категории и Хасаном Хальмурзаевым, выиграл 81-килограммовый класс.","Беслан Мудранов стал лучшим в весовой категории до 60 кг, Хасан Халмурзаев - в категории до 81 кг.",1.33699638841899,2017,REFERENCE
It's really important not to get carried away.,Действительно важно не увлечься.,Сейчас очень важно не увлечься.,1.12920252185123,2017,REFERENCE
OSCE observers have not recorded military activity on the Crimean border.,Наблюдатели ОБСЕ не сделали запись военной деятельности по крымской границе.,Наблюдатели ОБСЕ не зафиксировали военной активности на границе Крыма.,1.05563488339482,2017,REFERENCE
"The ‘Bird City’ was destroyed around 4100 BC, possibly by Indo-European tribes that came from the northeast.","‘Город Птицы’ был разрушен приблизительно 4 100 до н.э, возможно индоевропейскими племенами, которые приехали с северо-востока.","""Птичий город"" был разрушен около 4100 года до нашей эры - возможно, индоевропейскими племенами, пришедшими с северо-востока.",1.05563488339482,2017,REFERENCE
"A source within the developers of the social network told the publication, ‘TechCrunch’, that a code, which will make AdBlock Plus useless on the desktop version of Facebook, will be ready within the next few hours.","Источник в разработчиках социальной сети сказал публикацию, 'TechCrunch', что кодекс, который сделает AdBlock Плюс бесполезный на настольной версии Facebook, будет готов в течение следующих нескольких часов.","Как рассказал источник среди разработчиков соцсети изданию TechCrunch, код, делающий AdBlock Plus бесполезным на десктопном сайте Facebook, будет готов в течение ближайших часов.",1.05563488339482,2017,REFERENCE
"Surprisingly, it wasn't bad.","Удивительно, это не было плохо.","На удивление, оно было неплохим.",1.05563488339482,2017,REFERENCE
"His triumphant comeback happened at the 2016 Asian Championships: Batirov was already representing Bahrain, for whom he won a gold medal and got a ticket to the Olympics in Rio.","Его триумфальное возвращение произошло на азиатских Чемпионатах 2016 года: Батиров уже представлял Бахрейн, для кого он выиграл золотую медаль и получил билет к Олимпийским играм в Рио.","Триумфальное возвращение состоялось на чемпионате Азии 2016 года - Батиров уже представлял Бахрейн, для которого выиграл золотую медаль и получил путевку на Олимпиаду в Рио.",1.05563488339482,2017,REFERENCE
"The world record, set in winning gold at London 2012, is 3:51.659.","Мировой рекорд, установленный в завоевании золота на Лондоне 2012, 3:51.659.","Мировой рекорд, установленный при выигрыше золота в Лондоне 2012, - это 3:51.659.",0.969372557251527,2017,REFERENCE
"Kendall Jenner, 20, model and fourth daughter of mother-manager Kris's Kardashian-Jenner clan, is on the cover of US Vogue's coveted September issue.","Кендалл Дженнер, 20 лет, образцовая и четвертая дочь клана Kardashian-Дженнера матери-менеджера Криса, находится на покрытии желанной проблемы в сентябре американского Vogue.","Кендалл Дженнер, 20 лет, модель и четвертая дочь клана Кардашян-Дженнер матери-менеджера Крис, появилась на вожделенной сентябрьской обложке американского журнала Vogue.",0.969372557251527,2017,REFERENCE
"Simone, Gabby and Laurie all took the same path as Aly and Madison to make the Olympic team.","Симон, Гэбби и Лори все взяли тот же самый путь в качестве Aly и Мадисона, чтобы сделать Олимпийскую команду.","Симона, Габби и Лори все выбрали один и тот же путь, как Эли и Мэдисон, чтобы образовать олимпийскую сборную.",0.969372557251527,2017,REFERENCE
"Here I should confess that I am no expert, just an earthbound enthusiast.","Здесь я должен признаться, что я не эксперт, просто земной энтузиаст.","Здесь я должен признаться, что я не эксперт, а лишь приземлённый энтузиаст.",0.934903930767695,2017,REFERENCE
"The observers report that the situation on the Crimean border is calm, and that no incidents that could be related to the security of Ukraine and Russia have been recorded.","Наблюдатели сообщают, что ситуация на крымской границе спокойна, и что никакие инциденты, которые могли быть связаны с безопасностью Украины и России, не были зарегистрированы.","Наблюдатели сообщают, что ситуация на границе Крыма спокойная, инцидентов, которые могут быть как-то связаны с безопасностью Украины и России не зафиксировано.",0.900435304283864,2017,REFERENCE
"‘What is that?’, I ask a comrade in a Ukrainian team uniform, who is actively using the strange toy.","‘Что это?’, спрашиваю я товарища в украинской форме команды, который активно использует странную игрушку.","Это чего такое? - интересуюсь у товарища в форме украинской сборной, который активно использует диковинную игрушку.",1.12920252185123,2017,REFERENCE
"It just reiterates how much this means to me, how much me and Helen have worked and Robin as well.","Это просто повторяет, сколько это значит для меня, сколько меня и Хелен работало и Робин также.","Это только подтверждает, как много это значит для меня, как много я и Хелен работали, и Робин тоже.",1.04717476109921,2017,REFERENCE
Picciuto remembers the emotional toll of an uncertain future.,Пиккиуто помнит эмоциональные потери неопределенного будущего.,Пиксивто вспоминает эмоциональные потери из-за неопределенного будущего.,1.04717476109921,2017,REFERENCE
"The new data is helping astronomers understand why stars in the cluster spin at varying rates, as well as how rotation periods relate to planet formation.","Новые данные помогают астрономам понять, почему звезды в группе вращаются по переменным ставкам, а также как периоды вращения касаются формирования планеты.","Новые данные помогают астрономам понять, почему звезды в скоплении вращаются с разными скоростями, а также как периоды вращения соотносятся с формированием планет.",0.393731480168189,2017,REFERENCE
"A series of explosions occurred at tourist resorts in Thailand on Friday, 12 August.","Ряд взрывов произошел в туристических курортах в Таиланде в пятницу, 12 августа.","На туристических курортах Таиланда в пятницу, 12 августа, произошла серия взрывов.",1.12920252185123,2017,REFERENCE
"That's all well and good, but the bout with Di Francisca is drawing near and nothing is changing on the screen.","Это - все хорошо и хороший, но поединок с Ди Франчиской приближается, и ничто не изменяется на экране.","Это все хорошо, но близится бой с Ди Франчиской, а на экране без перемен.",0.913841156617617,2017,REFERENCE
