src,VPC_Candidate,mt,ref,score,year,system
"Alcoa said the decision to close out the contracts ""does not affect Alcoa's ... ability to operate the smelter or secure electricity supply to the smelter.""",close out,美国铝业表示，关闭合同的决定“不影响美国铝业公司的.给冶炼厂或安全电力的能力”。,美铝公司表示，决定终止这些合同“不会影响美铝公司经营该冶炼厂或保证该冶炼厂电力供应的能力”。,1.72554419469105,2017,REFERENCE
"""Shame on you,"" another post stated, pointing out that the hotel, located in the noble Kurfurstendamm street stands near a synagogue.",pointing out,“你的耻辱，”另一个帖子说，他指出，坐落在高贵的Kurfurstendamm大街的旅馆站在一座犹太教堂附近。,另一个帖子直指酒店“真不要脸”，并且指出这家位于著名的库达姆大街的大街就在一座犹太教会堂附近。,1.00006741167049,2017,REFERENCE
The official pointed out that the CPC Central Committee and State Council should attach great importance to the global problem of iron and steel overcapacity.,pointed out,该官员指出，中共中央和国务院应重视全球钢铁产能过剩问题。,该负责人指出，对钢铁产能过剩这一全球性问题，党中央国务院高度重视。,1.08865499972171,2017,REFERENCE
"Standing in the middle of the shop floor, she took a pair of knickers from the display, stripped off her own tights and pants and put them on.",stripped off,站在商店的中央，她从显示屏上拿了一条短裤，脱下自己的紧身衣和裤子，然后放在上面。,她就站在店中央，从货架上取下一条内裤，脱掉自己的紧身裤和内裤，然后就这样穿上了。,1.72554419469105,2017,REFERENCE
I hope that this development will give some comfort to the neighbours and sends out a message that antisocial behaviour will not be tolerated.,sends out,我希望，这一发展将给邻国带来一些安慰，并发出一种不容忍反社会行为的信息。,我希望此举将给邻居们带来些许安慰，并传递这样一个信息：我们对反社会行为绝不容忍。,1.72554419469105,2017,REFERENCE
I hope that this development will give some comfort to the neighbours and sends out a message that antisocial behaviour will not be tolerated.,sends out,我希望，这一发展将给邻国带来一些安慰，并发出一种不容忍反社会行为的信息。,我希望此举将给邻居们带来些许安慰，并传递这样一个信息：我们对反社会行为绝不容忍。,1.30069020315576,2017,REFERENCE
"In the evening of the 11th day of the month, just in front of this new TV set, the Zhang Donghong couple and their dozens of relatives and friends have witnessed the magic process for the couple's daughter to catch up and reverse from almost being eliminated in the preliminaries to almost winning.",catch up,在本月11日的晚上，在这台新电视机前，张东红夫妇及其几十个亲戚朋友见证了这对夫妇的女儿给，从几乎被淘汰到几乎获胜的魔术。,11日夜，就在这部新电视前，张东红夫妇和几十位亲戚好友，一起见证了女儿一路奋起直追，从几乎预赛就被淘汰到差点大逆转的神奇过程。,1.46645936638592,2017,REFERENCE
"But when he took along his daughter to participate in the variety show ""Dad, Where Are We Going?"", he became a focus.",took along,但当他带着女儿参加品种节目的时候，“爸爸，我们去哪里?”，他成了一个焦点。,但在2004年奥运会单人十米台比赛中输给队友胡佳后，田亮的竞技状态出现下滑，并被爆出被跳水队开除。,1.04942436522883,2017,REFERENCE
"Bon culture history is introduced in the form of comic books. In addition, Bon theme 3D self-timer area, traditional snack area and traditional craft flow classroom are set up at the scene, attracting many friends and overseas travelers for visit.",set up,Bon文化历史是以漫画的形式引入的。此外，Bon主题三维自我、传统小吃和传统的工艺教室在现场设置，吸引了许多朋友和海外游客前来参观。,不仅用漫画形式介绍盂兰文化历史，现场还设有盂兰主题3D自拍区、传统小食区以及传统手艺流动教室等，吸引不少小朋友和海外人士来体验参观。,1.46645936638592,2017,REFERENCE
We got up because it was so quiet here - we're not used to that!,got up,我们站起来是因为这里太安静了-我们不习惯这一点!,我们早早就起床了，因为这里太安静了——我们还不习惯呢！,1.08865499972171,2017,REFERENCE
