src,VPC_Candidate,mt,ref,score,year,system
Vladimir Putin carried out the reshuffling of the Executive Office of the President and expressed hope that the new head of his administration would facilitate the constructive work of the government and the Kremlin.,carried out,"Владимир Путин выполнил перестановку исполнительного управления президента и выразил надежду, что новый глава его администрации облегчит конструктивную работу правительства и Кремля.","Владимир Путин провел перестановки в администрации президента и выразил надежду, что новый глава его администрации будет способствовать конструктивной работе правительства и Кремля.",0.958657877031363,2017,REFERENCE
"On 4 August, information emerged that a Pakistani Mi-17 helicopter, which had taken off in Peshawar, landed in Logar Province in Eastern Afghanistan as a result of technical problems.",taken off,"4 августа информация появилась, который пакистанское Ми 17 вертолетов, которые взлетели в Пешаваре, посадило в провинции Логар в Восточном Афганистане в результате технических проблем.","4 августа появилась информация о том, что вылетевший из Пешавара пакистанский вертолет Ми-17 приземлился в провинции Логар в восточной части Афганистана из-за технических проблем.",0.912408666615237,2017,REFERENCE
"Instead of toning things down for a general election audience, Mr. Trump has taken an even more caustic tone in recent days as his poll numbers have continued to tumble.",toning down,"Вместо того, чтобы снизить вещи для аудитории всеобщих выборов, г-н Трамп взял еще более едкий тон в последние дни, в то время как его результаты опросов продолжили падать.","Вместо того, чтобы смягчать высказывания для широкого электората, Трамп взял ещё более язвительный тон в последние дни, в то время как его рейтинг продолжает падать.",1.05563488339482,2017,REFERENCE
The deputy chairman of Gazprom added that the mere fact that Poland's PGNIG filed a complaint with the Stockholm Arbitration Court does not necessarily mean that negotiations have broken down.,broken down,"Заместитель председателя Газпрома добавил, что простое то, что ПГНИГ Польши подал жалобу Стокгольмскому Арбитражному суду, не обязательно означает, что переговоры потерпели неудачу.","Зампред ""Газпрома"" добавил, что сам факт подачи польской PGNIG заявления в Стокгольмский арбитражный суд еще не означает прекращения переговоров.",1.05563488339482,2017,REFERENCE
"Edmund didn't sit up or crawl until he was three, and he still doesn't talk.",sit up,"Эдмунд не сидел или ползание, пока ему не было три года, и он все еще не говорит.","Эдмунд не сидел и не ползал, пока ему не исполнилось три, и он до сих пор не говорит.",0.717655870460389,2017,REFERENCE
"Floor boards had been pulled up in the property, from which drugs had been dealt in the past",pulled up,"Половицы потянулись в собственности, от которой с наркотиками имели дело в прошлом","Доски пола в доме, в котором в прошлом продавались наркотики, были выдернуты",0.865966677800033,2017,REFERENCE
Russian Copper Company (RMK) is ready to take on social responsibility and pay more attention to the environmental aspects of its business.,take on,Русская медная компания (RMK) готова взять социальную ответственность и уделить больше внимания экологическим аспектам ее бизнеса.,Русская медная компания (РМК) готова брать на себя социальную ответственность и больше внимания уделять экологическим аспектам своего бизнеса.,0.900435304283864,2017,REFERENCE
"While Russians, it turns out, are given special treatment: they have their own chapel.",turns out,"В то время как русским, это складывается, дают специальный режим: у них есть своя собственная часовня.","Ну а россияне, получается, в привилегированном положении - у них есть собственная часовня.",1.33699638841899,2017,REFERENCE
"Turkish authorities have issued an arrest warrant for Hakan Şükür, a former football player and then a member of parliament, and have carried out searches at his family's two houses.",carried out,"Турецкие власти выпустили ордер на арест для Хакана Şükür, бывшего футболиста и затем члена парламента, и выполнили поиски в двух зданиях его семьи.","Власти Турции выдали ордер на арест бывшего футболиста, а затем члена парламента Хакана Шукюра и провели обыски в двух домах его семьи.",0.912408666615237,2017,REFERENCE
"Sir Eric made 50 recommendations to clean up the system, including banning political activists from handling postal ballot papers to stop ""vote harvesting.""",clean up,"Сэр Эрик предоставил 50 рекомендаций, чтобы очистить систему, включая запрещение политическим активистам обращаться с почтовыми избирательными бюллетенями, чтобы остановить «сбор урожая голосования».","Сыр Эрик дал 50 рекомендаций по очистке системы, включая отстранение политических активистов от работы с почтовыми бюллетенями для голосования, чтобы остановить ""сбор урожая голосов"".",0.969372557251527,2017,REFERENCE
"Sir Eric said: ""Last year's court ruling in Tower Hamlets was a wake-up call.",wake up,Сэр Эрик сказал: «Прошлогоднее решение суда в Тауэр-Хамлетс было призывом к действию.,"Сэр Эрик заявил: ""Прошлогоднее постановление суда в Тауэр-Хамлетсе было сигналом к пробуждению.",0.913841156617617,2017,REFERENCE
